66.32 64.378 66.6193 64.3129
52.109 77.729 52.5211 77.1892
9.124 23.622 9.15531 23.7911
87.289 14.151 86.468 14.4385
49.362 5.961 49.6342 6.63675
90.446 51.991 89.9835 52.1386
63.705 59.419 63.9877 59.6002
91.629 9.593 91.2546 9.50717
97.617 53.854 97.6081 54.0262
25.239 46.949 25.9778 46.789
37.739 38.45 37.8686 38.1234
43.724 47.419 43.7802 47.2668
57.531 70.904 57.7568 70.8239
25.727 60.981 26.3656 60.851
81.227 75.529 81.4041 75.0504
90.369 6.128 90.3609 6.69917
48.328 93.087 48.6564 93.0913
36.889 97.166 36.6994 96.8684
63.715 43.813 63.1371 43.9699
51.965 36.41 52.0476 36.9121
86.912 36.959 86.3942 37.3502
65.851 86.675 65.4152 86.6446
48.108 25.091 47.749 25.4662
92.849 18.441 92.5417 18.944
78.267 19.45 78.3782 19.9273
61.625 8.207 61.9633 8.5148
5.965 53.886 5.91822 53.991
26.571 49.812 26.9278 49.9559
4.578 9.175 4.55843 9.98208
52.65 28.869 52.3781 29.2666
69.993 86.997 70.0855 87.0465
83.057 1.961 83.1962 2.08399
71.265 53.375 70.7858 53.2382
31.579 16.89 31.7626 17.507
44.422 55.128 44.3388 55.2298
89.63 8.008 89.5575 8.26086
93.133 49.64 93.0404 49.475
1.765 1.552 2.17148 2.26392
18.981 78.246 19.6698 77.6898
42.823 69.891 42.514 69.3089
28.844 56.561 29.2681 56.8339
24.899 80.745 25.3772 80.6368
57.168 51.303 56.8245 51.5353
72.963 97.675 72.6991 97.584
96.918 62.439 96.562 61.9727
34.258 1.514 34.0082 2.2693
54.531 31.97 53.9986 31.7503
28.443 18.943 28.432 19.4847
31.456 56.196 31.4158 56.1204
3.014 64.008 3.54166 63.4605
87.636 87.017 87.583 86.1566
31.671 21.152 32.0096 21.1167
60.797 69.638 60.7886 69.0875
82.047 24.214 81.625 24.7051
99.46 78.983 99.229 78.9724
83.631 14.838 83.6992 15.4022
17.31 85.192 17.7164 85.2605
46.737 95.868 47.2321 95.4588
91.887 99.774 91.444 99.5135
19.001 30.576 19.4114 30.9474
11.52 28.279 12.1999 28.6492
17.166 76.924 17.117 76.9184
21.013 82.838 20.9519 82.5902
38.809 87.573 39.0622 86.9501
28.777 88.442 29.1071 88.0115
41.192 50.995 41.058 50.6347
15.976 50.543 16.0691 50.1336
72.543 96.783 72.5747 96.4466
31.664 38.39 31.8207 38.1238
54.858 39.127 54.3863 39.727
67.004 78.412 67.3174 78.611
46.71 86.454 46.5438 86.2093
76.361 45.084 76.3762 45.2273
59.567 2.324 59.2619 2.52302
53.383 82.847 53.5083 82.7681
61.755 62.968 61.5087 62.5668
76.149 92.011 75.8073 91.7057
80.497 20.19 80.2011 20.396
7.052 63.99 7.53715 64.254
4.325 44.893 4.84715 44.4682
70.269 56.789 70.4443 57.0398
95.7 96.104 95.3325 95.6219
32.531 60.357 33.124 60.6686
46.817 33.12 47.2638 33.0734
81.341 13.237 80.902 14.0823
50.333 64.295 49.8587 64.0295
28.878 96.88 28.728 96.5764
11.163 4.975 11.8548 5.16394
69.538 52.059 69.4835 51.7069
95.49 99.221 95.2252 98.2539
84.38 33.015 83.8731 33.049
98.81 45.217 98.7399 45.6924
16.722 39.276 16.7368 39.8705
16.067 52.642 16.4601 52.3896
39.69 42.535 40.1257 42.2624
13.849 51.781 14.2459 51.7357
98.752 56.545 97.9082 56.1372
37.136 68.775 37.1904 68.8373
40.096 81.665 39.9449 81.7123
31.231 79.188 31.6114 79.1804
29.148 92.521 29.0048 91.7226
23.258 52.916 23.7978 53.1361
22.644 27.192 22.6553 27.5859
87.05 7.488 86.2237 8.4118
82.339 79.375 82.2271 79.0803
10.208 93.934 10.2165 93.5915
8.803 91.195 8.76358 90.8435
92.822 49.642 92.3483 49.3196
29.677 93.64 29.4846 93.1075
33.553 66.014 33.8474 65.4831
98.382 44.029 97.8601 44.547
0.723 35.228 1.34545 34.9115
46.435 65.501 46.7433 64.9926
43.539 60.045 44.0739 59.6547
85.408 2.208 85.3442 2.9895
71.743 33.359 71.3616 33.8287
72.981 65.682 72.9288 65.7634
20.746 20.047 20.8704 20.2854
41.65 62.834 42.1917 63.1774
23.697 2.713 23.4682 3.06922
38.338 64.065 38.1257 63.5783
31.952 85.017 31.9764 84.6303
38.512 91.194 39.0167 91.1942
61.063 81.55 61.2491 81.2012
79.333 79.193 78.8088 78.817
90.671 61.599 90.1311 61.5394
2.99 93.193 3.6556 93.0199
13.58 55.628 13.8005 55.3833
13.533 62.774 13.8328 62.9958
11.811 77.961 11.8469 77.5465
28.388 29.23 28.4982 29.3194
35.581 66.883 36.151 66.4647
49.174 88.356 48.9214 87.5827
74.912 94.26 74.2126 94.3136
85.516 51.194 84.8216 50.782
42.994 50.788 43.0633 50.4846
40.294 38.292 40.3944 38.7374
35.404 70.109 35.197 70.2513
5.048 69.186 5.3347 68.5272
89.977 15.269 89.2182 15.8568
20.255 8.142 20.8516 9.02989
48.354 14.414 47.9547 15.0908
26.765 79.64 27.1907 79.1524
12.14 99.062 12.7623 98.5285
71.875 72.655 71.5642 72.1876
94.146 67.985 93.6074 68.2153
36.378 11.453 36.6929 11.9413
88.292 72.424 88.19 72.4332
17.363 82.473 17.2996 81.9171
20.55 94.304 20.9892 93.5431
35.625 71.788 35.9202 71.802
97.692 68.059 97.5705 67.5051
36.264 85.69 36.3156 84.8426
40.624 78.849 40.8316 78.7642
16.363 98.182 16.5229 97.4744
74.73 55.184 74.0752 55.5852
44.617 93.412 44.2607 92.6107
50.926 62.355 50.8942 62.7214
34.343 48.594 34.9101 48.5455
88.014 94.585 87.8151 94.477
93.526 33.461 92.7092 33.2126
59.454 58.408 59.4934 58.7343
3.378 86.045 4.06813 85.835
95.796 37.596 94.9504 37.4894
70.35 61.355 70.0712 61.5612
37.807 30.766 37.9509 30.6702
55.609 39.481 55.247 39.6832
54.711 56.86 55.0791 56.733
10.718 22.719 10.6119 23.3841
36.979 30.786 37.4061 30.5435
38.565 47.504 38.7427 47.698
83.758 21.771 83.8639 22.4752
54.564 86.247 54.3089 85.4598
31.277 20.363 31.5154 20.4593
44.724 16.615 45.0123 16.5065
10.503 56.506 10.9083 56.8687
4.39 91.378 5.28466 91.2648
79.787 30.762 79.4926 30.686
94.285 50.6 93.3647 51.0516
51.434 43.5 51.8454 43.3126
68.965 79.811 68.5552 79.0645
19.861 32.728 19.9945 32.6485
16.838 32.708 17.4431 32.9872
3.433 60.298 3.63206 59.7874
0.652 5.004 0.81669 5.49764
32.063 18.283 32.3222 18.659
2.651 67.258 2.75218 66.7162
48.318 62.637 48.0363 62.422
59.577 38.798 59.0168 38.703
41.041 19.58 41.4353 20.1594
19.27 12.321 19.4549 12.6225
97.399 51.678 97.2905 51.6192
62.832 19.312 62.4322 20.0392
41.765 15.224 42.2507 15.2924
14.134 60.105 14.673 60.0327
28.019 88.254 27.914 88.013
1.931 9.24 2.00433 9.43562
65.595 99.432 65.7206 98.5806
48.909 46.699 48.5275 46.4684
89.011 42.042 88.6674 42.5699
36.701 58.691 36.6453 58.4221
25.628 14.434 26.1713 14.52
36.25 97.806 36.1572 97.7257
77.042 88.549 76.6395 88.1326
98.835 91.731 98.2727 90.9014
5.77 71.509 6.37848 70.8895
74.686 42.11 73.9433 42.3339
10.787 91.783 11.4435 91.682
63.286 60.734 63.2841 60.6789
83.001 11.032 82.8792 11.5581
2.33 48.915 3.1732 48.9366
54.889 35.532 54.5066 35.647
70.724 37.721 70.2231 37.8343
97.275 76.935 96.9937 76.5995
15.132 71.703 15.3915 71.1494
70.663 91.108 70.4452 90.5259
9.252 36.791 9.36547 36.9451
8.506 5.974 9.03903 6.51095
20.358 4.239 20.6539 4.42724
95.487 34.471 95.4985 34.14
88.581 86.818 87.9566 86.2434
5.11 57.178 5.23602 57.3214
21.01 80.883 20.9292 80.5093
77.843 50.615 78.0141 50.8077
64.871 98.53 64.8372 97.7265
53.529 31.89 53.7665 32.4017
51.894 77.724 51.8885 76.9609
19.954 88.1 19.9648 87.7298
99.442 95.118 99.1941 94.2774
3.221 59.772 3.49616 59.7582
13.023 96.204 13.2988 95.3883
4.974 51.639 5.48288 51.9014
59.558 0.525 59.1695 0.84969
86.538 51.181 85.8171 51.6208
71.076 35.849 71.2747 35.8483
10.682 45.602 11.3956 45.817
94.48 4.538 94.0556 4.74793
77.978 41.295 78.1255 41.1121
24.605 87.768 24.6098 87.0206
36.64 6.364 36.7521 6.30458
45 48.846 44.8196 49.0708
2.228 76.384 2.38439 75.798
53.695 5.541 53.4254 5.67013
96.752 86.349 96.3101 85.7452
69.661 3.175 69.6927 3.33594
5.488 17.617 6.2923 17.9176
99.786 35.152 99.376 34.9619
54.2 77.695 53.9911 77.0093
95.85 25.676 95.5436 26.3677
29.497 62.798 29.5093 63.0913
46.352 10.602 46.6381 11.1683
0.683 88.409 1.25893 88.3861
28.987 26.673 28.79 26.4615
52.735 11.413 52.4465 12.2957
96.141 46.84 95.9178 47.3148
6.941 8.905 7.43651 9.80451
78.002 79.937 77.5703 79.8971
88.247 23.387 88.0963 23.9099
65.691 86.657 65.7223 86.3143
96.496 31.828 95.9241 31.6547
80.305 50.612 79.9136 50.8325
52.541 46.941 52.3859 46.6303
42.807 83.18 43.1138 83.1335
19.567 13.038 20.3065 13.4912
34.451 33.935 34.6404 33.6274
45.015 15.934 45.541 16.0441
77.714 24.611 77.1894 24.5428
29.121 86.661 29.3426 85.9303
73.708 23.906 73.7322 24.658
2.365 42.087 2.94267 41.6665
3.59 32.847 4.52403 32.9917
86.008 72.083 85.8174 72.024
38.724 56.018 38.8995 55.64
17.432 52.473 17.9666 52.2291
7.168 92.625 7.7964 92.1604
45.123 35.785 45.2299 36.4155
32.504 93.223 33.0881 92.5406
36.926 47.673 37.2741 48.029
95.138 92.83 94.8595 92.7309
99.57 95.913 99.3226 95.5749
