24.449 8.417 25.1408 8.56342
3.615 5.688 4.33292 5.82286
10.028 17.586 10.5571 18.3461
81.675 92.946 81.2168 92.4543
75.161 86.06 75.3495 86.1475
28.053 68.065 28.2946 67.9599
87.832 89.806 87.1619 89.7304
25.389 31.57 25.358 31.5215
41.423 44.365 41.543 43.9582
36.458 71.527 36.3002 71.0308
30.486 12.853 30.2106 13.1736
37.708 94.347 37.9768 93.7768
72.061 62.716 72.2804 62.939
47.115 76.255 47.1611 76.1748
51.662 93.39 51.2526 92.9289
12.45 11.541 13.0501 11.6505
75.881 15.75 75.8243 16.0294
49.167 6.48 49.4667 6.73234
82.004 76.017 81.734 75.2815
55.909 43.674 55.507 43.6803
89.144 81.744 88.9017 81.2894
90.036 20.58 89.8631 20.6573
75.067 5.563 74.9935 6.07082
55.556 48.126 55.3449 48.5018
28.261 13.58 28.3605 14.0647
41.537 80.541 41.3971 80.5448
55.706 89.611 55.9014 89.1125
50.301 35.94 50.444 35.749
23.436 3.886 23.983 4.69743
71.633 58.689 71.9042 58.5892
69.142 5.431 68.8981 5.60089
91.735 69.198 91.5297 68.6376
53.946 1.024 53.674 1.36007
73.796 44.569 73.436 44.7534
13.886 20.428 14.1451 20.5054
10.842 74.374 10.8058 74.0439
30.77 57.554 31.2682 57.5474
30.909 39.867 30.6945 40.4535
66.744 20.277 66.5428 21.0399
29.591 72.05 29.6976 71.8704
97.262 17.809 97.1831 17.7679
15.687 54.269 16.4817 54.0567
33.09 63.857 33.3332 63.2213
81.909 48.393 81.2386 48.5035
43.578 76.235 43.1582 75.9943
54.546 40.143 54.1253 40.4864
80.618 9.154 80.0293 9.5965
33.446 18.76 33.5425 19.1355
55.556 63.13 55.3109 63.4151
6.886 28.935 6.8771 29.2312
39.777 79.24 39.4077 79.1478
14.609 58.857 14.8698 58.784
43.756 39.413 43.7479 39.0216
36.743 57.171 37.271 57.0565
79.09 62.502 79.295 62.4596
6.317 3.816 6.76965 3.77876
23.353 7.085 23.9551 7.6021
78.748 94.957 78.4096 94.7155
88.557 66.239 87.8805 66.1692
42.915 40.581 42.7696 40.5127
40.608 67.002 40.2238 66.6663
25.37 14.865 25.1876 14.9561
29.349 67.773 29.2934 67.7544
21.719 44.019 22.1137 44.2798
66.588 80.614 66.3141 79.8625
87.373 64.096 87.4129 64.1189
33.003 32.224 33.1845 32.7139
33.632 32.11 34.022 31.9607
3.872 17.303 4.62463 17.425
4.454 27.813 4.82494 27.6266
58.299 91.076 58.0264 90.1748
54.292 40.639 53.9623 40.3835
76.92 93.964 77.0763 93.2041
8.012 96.528 7.98944 95.6554
39.052 0.678 38.8952 0.97504
60.195 42.763 60.41 43.141
1.82 38.469 1.95702 38.8227
62.995 75.445 63.05 75.2948
80.993 24.834 80.4393 25.2845
59.263 63.844 59.5955 63.6609
56.119 33.659 55.9635 33.5124
40.792 98.641 41.3332 98.487
90.971 10.605 90.7988 10.7903
50.29 66.947 50.7049 66.3328
94.434 23.49 93.6688 24.16
0.105 35.975 0.77422 36.0388
46.646 51.465 47.1763 51.4979
50.733 9.391 51.0315 9.48902
80.541 87.996 80.6435 87.1353
77.773 5.618 77.166 6.00867
39.911 56.971 39.8288 57.2113
57.301 95.73 57.5625 95.0203
31.669 18.689 31.4902 19.4251
16.482 30.102 17.1974 30.7698
52.22 73.063 52.1889 72.7174
28.787 77.586 29.4771 77.4551
95.668 51.051 94.9895 50.6346
81.332 98.763 81.282 98.0334
45.036 22.15 44.8597 22.734
5.597 75.681 6.04121 75.2563
6.785 35.743 7.62563 35.3891
42.204 24.484 42.1528 25.1426
73.599 57.115 73.2163 56.6631
